name,id,base_experience,weight_hg,height_dm,order,game_versions,types,front_default_sprite_url,BMI
Shiftry,275,240.0,596,13,375,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['grass', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,35.26627218934911
Taillow,276,54.0,23,3,376,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,25.55555555555555
Swellow,277,159.0,198,7,377,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,40.408163265306115
Wingull,278,54.0,95,6,378,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['water', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,26.388888888888882
Pelipper,279,154.0,280,12,379,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['water', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,19.44444444444444
Ralts,280,40.0,66,4,380,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['psychic', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,41.24999999999999
Kirlia,281,97.0,202,8,381,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['psychic', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,31.5625
Gardevoir,282,259.0,484,16,382,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['psychic', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,18.90625
Surskit,283,54.0,17,5,386,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['bug', 'water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,6.800000000000001
Masquerain,284,159.0,36,8,387,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['bug', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,5.624999999999999
Shroomish,285,59.0,45,4,388,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,28.124999999999993
Breloom,286,161.0,392,12,389,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['grass', 'fighting']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,27.222222222222218
Slakoth,287,56.0,240,8,390,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,37.49999999999999
Vigoroth,288,154.0,465,14,391,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,23.724489795918362
Slaking,289,252.0,1305,20,392,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,32.625
Nincada,290,53.0,55,5,393,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['bug', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,22.0
Ninjask,291,160.0,120,8,394,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['bug', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,18.749999999999996
Shedinja,292,83.0,12,8,395,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['bug', 'ghost']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,1.875
Whismur,293,48.0,163,6,396,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,45.277777777777764
Loudred,294,126.0,405,10,397,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,40.5
Exploud,295,245.0,840,15,398,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,37.333333333333336
Makuhita,296,47.0,864,10,399,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,86.4
Hariyama,297,166.0,2538,23,400,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['fighting'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,47.97731568998109
Azurill,298,38.0,20,2,277,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['normal', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,49.99999999999999
Nosepass,299,75.0,970,10,401,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['rock'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,97.0
Skitty,300,52.0,110,6,403,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,30.555555555555546
Delcatty,301,140.0,326,11,404,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,26.942148760330575
Sableye,302,133.0,110,5,405,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['dark', 'ghost']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,44.0
Mawile,303,133.0,115,6,407,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['steel', 'fairy']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,31.944444444444436
Aron,304,66.0,600,4,409,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['steel', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,374.99999999999994
Lairon,305,151.0,1200,9,410,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['steel', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,148.14814814814815
Aggron,306,265.0,3600,21,411,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['steel', 'rock']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,81.63265306122449
Meditite,307,56.0,112,6,413,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['fighting', 'psychic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,31.111111111111107
Medicham,308,144.0,315,13,414,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['fighting', 'psychic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,18.63905325443787
Electrike,309,59.0,152,6,416,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,42.222222222222214
Manectric,310,166.0,402,15,417,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,17.866666666666667
Plusle,311,142.0,42,4,419,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,26.249999999999996
Minun,312,142.0,42,4,420,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['electric'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,26.249999999999996
Volbeat,313,151.0,177,7,421,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['bug'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,36.12244897959183
Illumise,314,151.0,177,6,422,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['bug'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,49.16666666666665
Roselia,315,140.0,20,3,424,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['grass', 'poison']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,22.222222222222218
Gulpin,316,60.0,103,4,426,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['poison'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,64.37499999999999
Swalot,317,163.0,800,17,427,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['poison'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,27.681660899653973
Carvanha,318,61.0,208,8,428,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['water', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,32.49999999999999
Sharpedo,319,161.0,888,18,429,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['water', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,27.40740740740741
Wailmer,320,80.0,1300,20,431,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,32.5
Wailord,321,175.0,3980,145,432,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,1.8929845422116527
Numel,322,61.0,240,7,433,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['fire', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,48.979591836734684
Camerupt,323,161.0,2200,19,434,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['fire', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,60.94182825484764
Torkoal,324,165.0,804,5,436,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['fire'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,321.6
Spoink,325,66.0,306,7,437,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,62.448979591836725
Grumpig,326,165.0,715,9,438,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,88.2716049382716
Spinda,327,126.0,50,11,439,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,4.132231404958677
Trapinch,328,58.0,150,7,440,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['ground'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,30.612244897959176
Vibrava,329,119.0,153,11,441,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['ground', 'dragon']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,12.644628099173552
Flygon,330,260.0,820,20,442,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['ground', 'dragon']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,20.5
Cacnea,331,67.0,513,4,443,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['grass'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,320.62499999999994
Cacturne,332,166.0,774,13,444,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['grass', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,45.798816568047336
Swablu,333,62.0,12,4,445,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['normal', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,7.5
Altaria,334,172.0,206,11,446,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['dragon', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,17.02479338842975
Zangoose,335,160.0,403,13,448,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,23.846153846153847
Seviper,336,160.0,525,27,449,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['poison'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,7.201646090534979
Lunatone,337,161.0,1680,10,450,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['rock', 'psychic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,168.0
Solrock,338,161.0,1540,12,451,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['rock', 'psychic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,106.94444444444441
Barboach,339,58.0,19,4,452,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['water', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,11.874999999999998
Whiscash,340,164.0,236,9,453,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['water', 'ground']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,29.135802469135804
Corphish,341,62.0,115,6,454,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,31.944444444444436
Crawdaunt,342,164.0,328,11,455,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['water', 'dark']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,27.107438016528924
Baltoy,343,60.0,215,5,456,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['ground', 'psychic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,86.0
Claydol,344,175.0,1080,15,457,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['ground', 'psychic']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,48.0
Lileep,345,71.0,238,10,458,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['rock', 'grass']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,23.8
Cradily,346,173.0,604,15,459,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['rock', 'grass']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,26.84444444444445
Anorith,347,71.0,125,7,460,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['rock', 'bug']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,25.510204081632647
Armaldo,348,173.0,682,15,461,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['rock', 'bug']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,30.311111111111114
Feebas,349,40.0,74,6,462,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,20.55555555555555
Milotic,350,189.0,1620,62,463,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['water'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,4.2143600416233085
Castform,351,147.0,8,3,464,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,8.888888888888888
Kecleon,352,154.0,220,10,468,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['normal'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,22.0
Shuppet,353,59.0,23,6,469,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['ghost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,6.3888888888888875
Banette,354,159.0,125,11,470,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['ghost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,10.330578512396693
Duskull,355,59.0,150,8,472,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['ghost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,23.437499999999996
Dusclops,356,159.0,306,16,473,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['ghost'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,11.953124999999998
Tropius,357,161.0,1000,20,475,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']","['grass', 'flying']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,25.0
Chimecho,358,159.0,10,6,477,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,2.7777777777777772
Absol,359,163.0,470,12,478,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['dark'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,32.63888888888888
Wynaut,360,52.0,140,6,298,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['psychic'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,38.88888888888888
Snorunt,361,60.0,168,7,480,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['ice'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,34.28571428571428
Glalie,362,168.0,2565,15,481,"['ruby', 'sapphire', 'emerald', 'firered', 'leafgreen', 'diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",['ice'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,114.0
